URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Avg Sentence Length,Percentage of Complex Words,Fog Index,Avg Number of Words per Sentence,Complex Word Count,Word Count,Syllables per Word,Personal Pronouns,Avg Word Length
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,82.0,22.0,0.5769230713757397,0.10196078421376394,20.345238095238095,0.5167973124300111,8.344814163067243,20.345238095238095,553.0,1020.0,2.857843137254902,43.0,7.377450980392157
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,41.0,13.0,0.5185185089163239,0.1588235289446367,25.75,0.5203761755485894,10.508150470219435,25.75,197.0,340.0,2.876470588235294,16.0,7.538235294117647
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,23.0,27.0,-0.07999999840000004,0.07462686556025841,15.547945205479452,0.4785534062237174,6.410599444681267,15.547945205479452,287.0,670.0,2.417910447761194,16.0,6.7835820895522385
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,42.0,27.0,0.21739130119722752,0.08857509616357498,21.5,0.5196078431372549,8.807843137254903,21.5,365.0,779.0,2.545571245186136,24.0,7.020539152759949
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,42.0,27.0,0.21739130119722752,0.08857509616357498,21.5,0.5196078431372549,8.807843137254903,21.5,365.0,779.0,2.545571245186136,24.0,7.020539152759949
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,46.0,10.0,0.6428571313775513,0.08235294105536332,17.671875,0.5016806722689076,7.269422268907563,17.671875,316.0,680.0,2.5485294117647057,21.0,7.086764705882353
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,41.0,10.0,0.6078431253364094,0.07680722879998911,21.93877551020408,0.4940068493150685,8.97311294380766,21.93877551020408,339.0,664.0,2.6566265060240966,14.0,7.228915662650603
3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,65.0,6.0,0.830985903788931,0.07193515696865739,18.431578947368422,0.47046186895810954,7.560816326530613,18.431578947368422,471.0,987.0,2.534954407294833,81.0,7.042553191489362
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,9.0,0.0,0.9999998888889013,0.031249999891493057,21.583333333333332,0.41824440619621345,8.800631095811818,21.583333333333332,111.0,288.0,2.3125,30.0,6.21875
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,25.0,43.0,-0.26470587846020766,0.10810810793623513,21.04,0.5131810193321616,8.621272407732866,21.04,336.0,629.0,2.6550079491255962,27.0,7.211446740858506
5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,15.0,8.0,0.3043478128544429,0.10313901299040801,15.962962962962964,0.4174107142857143,6.552149470899471,15.962962962962964,93.0,223.0,2.399103139013453,15.0,6.713004484304933
5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,43.0,13.0,0.5357142761479594,0.07061790659442888,22.50793650793651,0.458249832999332,9.186474536374337,22.50793650793651,308.0,793.0,2.4136191677175285,36.0,6.597730138713746
6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,22.0,3.0,0.7599999696000012,0.07440476168331916,24.47826086956522,0.4713584288052373,9.979847719348184,24.47826086956522,155.0,336.0,2.4732142857142856,11.0,6.821428571428571
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,19.0,9.0,0.35714284438775556,0.043681747201744545,26.871794871794872,0.41842105263157897,10.916086369770582,26.871794871794872,182.0,641.0,2.0889235569422775,33.0,5.932917316692667
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,29.0,14.0,0.3488372011898325,0.07610619455556426,18.979166666666668,0.46814964610717896,7.778926525109539,18.979166666666668,212.0,565.0,2.375221238938053,12.0,6.582300884955752
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,39.0,24.0,0.23809523431594867,0.08467741924102497,25.074074074074073,0.4253269098417068,10.199760393566313,25.074074074074073,237.0,744.0,2.192204301075269,46.0,6.064516129032258
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,37.0,26.0,0.17460317183169569,0.09210526302323792,25.022222222222222,0.46541903986981287,10.195056504836813,25.022222222222222,298.0,684.0,2.4707602339181287,29.0,6.7748538011695905
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,76.0,31.0,0.42056074373307717,0.09208261609975678,23.907894736842106,0.512332990750257,9.768091091036945,23.907894736842106,575.0,1162.0,2.6204819277108435,26.0,7.194492254733219
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,64.0,36.0,0.2799999972,0.12437810929803718,21.10144927536232,0.3958980733374767,8.59893893947992,21.10144927536232,286.0,804.0,2.263681592039801,63.0,6.2711442786069655
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,72.0,34.0,0.3584905626557494,0.10361681319294544,20.738095238095237,0.48735879505110274,8.490181613258537,20.738095238095237,502.0,1023.0,2.6344086021505375,29.0,7.161290322580645
9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,70.0,21.0,0.5384615325443788,0.09923664111315525,20.024390243902438,0.43453070683661643,8.183568380295624,20.024390243902438,340.0,917.0,2.3206106870229006,55.0,6.292257360959651
